Timestamp,RepoName,FilePath,NSO,UMM,TNES,NMVP,NSM,RENES,RVP,OSP,AIC
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/local_testing/test_router_max_parallel_requests.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/litellm_core_utils/prompt_templates/huggingface_template_handler.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/bedrock/image/amazon_nova_canvas_transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/jina_ai/embedding/transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/code_coverage_tests/litellm_logging_code_coverage.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/integrations/azure_storage/azure_storage.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/vertex_ai/vertex_ai_partner_models/main.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/vector_store_files/main.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/guardrails_tests/conftest.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/triton/completion/transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/management_endpoints/sso_helper_utils.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/azure/fine_tuning/handler.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/pass_through/guardrail_translation/__init__.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/batches_endpoints/endpoints.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/test_litellm/llms/azure/chat/test_azure_chat_gpt_transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/gemini/files/transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/google_pse/search/transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/heroku/chat/transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/guardrails/guardrail_hooks/model_armor/model_armor.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/google_genai/streaming_iterator.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/responses/mcp/mcp_streaming_iterator.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/proxy/pass_through_endpoints/success_handler.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/litellm/llms/bedrock/embed/amazon_titan_multimodal_transformation.py,,,,,,,,,
2025-12-20T22:40:33,BerriAI/litellm,BerriAI-litellm-05f800f/tests/test_litellm/llms/openai_like/test_json_providers.py,,,,,,,,,
2025-12-20T22:40:33,1Panel-dev/MaxKB,1Panel-dev-MaxKB-d33dd45/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,,,,,,,,,
2025-12-20T22:40:33,1Panel-dev/MaxKB,1Panel-dev-MaxKB-d33dd45/apps/models_provider/impl/anthropic_model_provider/model/llm.py,,,,,,,,,
2025-12-20T22:40:33,modelscope/ms-swift,modelscope-ms-swift-57c294e/examples/eval/eval_url/demo.py,,,,,,,,,
2025-12-20T22:40:33,modelscope/ms-swift,modelscope-ms-swift-57c294e/swift/ui/llm_eval/eval.py,,,,,,,,,
2025-12-20T22:40:33,volcengine/verl,volcengine-verl-249c083/setup.py,,,,,,,,,
2025-12-20T22:40:33,volcengine/verl,volcengine-verl-249c083/verl/tools/geo3k_tool.py,,,,,,,,,
2025-12-20T22:40:33,aliasrobotics/cai,aliasrobotics-cai-da1c620/src/cai/repl/commands/parallel.py,,,,,,,,,
2025-12-20T22:40:33,aliasrobotics/cai,aliasrobotics-cai-da1c620/src/cai/repl/commands/history.py,,,,,,,,,
2025-12-20T22:40:33,taylorai/lm-deluge,taylorai-lm-deluge-96124f3/src/lm_deluge/pipelines/gepa/__init__.py,,,,,,,,,
2025-12-20T22:40:33,taylorai/lm-deluge,taylorai-lm-deluge-96124f3/tests/core/test_postprocess.py,,,,,,,,,
2025-12-20T22:40:33,jacklishufan/LaViDa,jacklishufan-LaViDa-24220c0/eval/lmms_eval/models/cambrian.py,,,,,,,280,,
2025-12-20T22:40:33,jacklishufan/LaViDa,jacklishufan-LaViDa-24220c0/eval/lmms_eval/tasks/vitatecs/utils.py,,,,,,,,,
2025-12-20T22:40:33,All-Hands-AI/OpenHands,OpenHands-OpenHands-bf06b7e/evaluation/benchmarks/the_agent_company/scripts/summarise_results.py,,,,,,,,,
2025-12-20T22:40:33,ATheorell/AutoGPTArenaHack,ATheorell-AutoGPTArenaHack-1e4f2dc/autogpts/autogpt/autogpt/processing/text.py,,,,,,,,,
2025-12-20T22:40:33,TransformerOptimus/SuperAGI,TransformerOptimus-SuperAGI-c3c1982/superagi/tools/image_generation/image_generation_toolkit.py,,,,,,,,,
2025-12-20T22:40:33,h2oai/h2ogpt,h2oai-h2ogpt-15f3a2d/metrics/quip.py,,,,,,,,,
2025-12-20T22:40:33,unslothai/unsloth,unslothai-unsloth-d5b61a6/tests/saving/text_to_speech_models/test_lasa.py,,,,,,,,,
2025-12-20T22:40:33,epam/ai-dial-adapter-bedrock,epam-ai-dial-adapter-bedrock-b110bd9/tests/utils/__init__.py,,,,,,,,,
2025-12-20T22:40:33,Bessouat40/RAGLight,Bessouat40-RAGLight-211a8d9/tests/tests_llm/test_gemini_model.py,,,,,,,,,
2025-12-20T22:40:33,Jilliansea/TinyZeroWithSFT,Jilliansea-TinyZeroWithSFT-1fe5077/verl/models/transformers/qwen2.py,,,,,,,,,
2025-12-20T22:40:33,Blaizzy/mlx-vlm,Blaizzy-mlx-vlm-c4ea290/mlx_vlm/models/phi3_v/config.py,,,,,,,,,
2025-12-20T22:40:33,EvolvingLMMs-Lab/OpenMMReasoner,EvolvingLMMs-Lab-OpenMMReasoner-d7bf576/verl/models/transformers/kimi_vl.py,,,,,,,,,
