Timestamp,RepoName,FilePath,NSO,UMM,TNES,NMVP,NSM,RENES,RVP,OSP,AIC
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/connectors/test_gemini_oauth_antigravity.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/memory/test_summary_generator.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/connectors/openai.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/test_emergency_command_filter.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/helpers/angel_factory_stub.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/connectors/gemini_oauth_plan.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/connectors/gemini_base/streaming_executor.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/commands/test_unit_model_command_handler.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/core/services/resilience/coordinator.py,,,,,,,,,
2025-12-20T22:45:11,matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/gemini_connector_tests/test_openrouter_headers.py,,,,,,,,,
2025-12-20T22:45:11,NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tensorrt_llm/_torch/models/modeling_llava_next.py,,,,54,,,,,
2025-12-20T22:45:11,NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/unittest/llmapi/apps/_test_openai_cache_salt.py,131;148;167;186;208;225,,225,,,,,,
2025-12-20T22:45:11,NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/unittest/_torch/sampler/test_beam_search.py,,,,,,,,,
2025-12-20T22:45:11,NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/unittest/llmapi/test_llm_pytorch.py,,,,250;560;613,,,,,
2025-12-20T22:45:11,NVIDIA/TensorRT-LLM,NVIDIA-TensorRT-LLM-0b279f4/tests/integration/defs/test_e2e.py,,,,414;3051,,,,,
2025-12-20T22:45:11,InternLM/xtuner,InternLM-xtuner-8d569d5/xtuner/configs/llava/internlm_chat_7b_clip_vit_large_p14_336/pretrain/llava_internlm_chat_7b_clip_vit_large_p14_336_e1_gpu8_pretrain.py,,,,,,,,,
2025-12-20T22:45:11,InternLM/xtuner,InternLM-xtuner-8d569d5/.dev_scripts/rl_config_factory.py,,,,,,,,,
2025-12-20T22:45:11,InternLM/xtuner,InternLM-xtuner-8d569d5/xtuner/configs/mixtral/mixtral_8x7b_instruct/mixtral_8x7b_instruct_full_oasst1_e3.py,,,,,,,,,
2025-12-20T22:45:11,InternLM/xtuner,InternLM-xtuner-8d569d5/xtuner/configs/minicpm/1_2b/minicpm_1b_full_alpaca_zh_e3.py,,,,,,,,,
2025-12-20T22:45:11,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo-awesome-llm-apps-ff75e62/advanced_ai_agents/single_agent_apps/ai_personal_finance_agent/finance_agent.py,,,,,,,,,
2025-12-20T22:45:11,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo-awesome-llm-apps-ff75e62/advanced_ai_agents/single_agent_apps/ai_customer_support_agent/customer_support_agent.py,53;96,53;96,36;53;96,53;96,,,,,
2025-12-20T22:45:11,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo-awesome-llm-apps-ff75e62/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/utils/load_api_keys.py,,,,,,,,,
2025-12-20T22:45:11,NVIDIA-NeMo/NeMo,NVIDIA-NeMo-NeMo-93950b7/nemo/collections/speechlm2/data/salm_dataset.py,,,,,,,,,
2025-12-20T22:45:11,NVIDIA-NeMo/NeMo,NVIDIA-NeMo-NeMo-93950b7/nemo/collections/diffusion/encoders/conditioner.py,,,,,,,,,
2025-12-20T22:45:11,NVIDIA-NeMo/NeMo,NVIDIA-NeMo-NeMo-93950b7/nemo/collections/llm/recipes/llama3_8b_16k.py,,,,,,,,,
2025-12-20T22:45:11,hiyouga/LLaMA-Factory,hiyouga-LLaMA-Factory-8c74dca/tests/e2e/test_chat.py,,,,,,,,,
