Timestamp;RepoName;FilePath;NSO;UMM;TNES;NMVP;NSM;RENES;RVP;OSP;AIC
12/20/2025 02:37:54;1Panel-dev/MaxKB;1Panel-dev-MaxKB-ab87d11/apps/models_provider/impl/xinference_model_provider/model/tts.py;;;51;;;;;;
12/22/2025 19:08:51;1Panel-dev/MaxKB;1Panel-dev-MaxKB-ab87d11/apps/models_provider/impl/aws_bedrock_model_provider/model/reranker.py;;;;;;;;;
12/19/2025 17:20:50;1Panel-dev/MaxKB;1Panel-dev-MaxKB-ab87d11/apps/common/handle/impl/text/pdf_split_handle.py;;;;;;;;;
12/23/2025 11:11:06;1Panel-dev/MaxKB;1Panel-dev-MaxKB-ab87d11/apps/models_provider/impl/regolo_model_provider/model/tti.py;;;"46; 52";;;;;;
12/21/2025 14:39:31;1Panel-dev/MaxKB;1Panel-dev-MaxKB-ab87d11/apps/models_provider/impl/vllm_model_provider/credential/whisper_stt.py;;;;;;;;;
12/21/2025 06:53:50;All-Hands-AI/OpenHands;OpenHands-OpenHands-2ed5c60/tests/unit/server/session/test_session.py;;;;;;;;;
12/19/2025 14:00:52;All-Hands-AI/OpenHands;OpenHands-OpenHands-2ed5c60/evaluation/benchmarks/swe_bench/run_localize.py;;;;;;;;;
12/20/2025 20:14:31;All-Hands-AI/OpenHands;OpenHands-OpenHands-2ed5c60/openhands/runtime/plugins/agent_skills/file_reader/file_readers.py;"155; 200";;"155; 200";;;;"155; 200";;
12/20/2025 11:42:38;AstrBotDevs/AstrBot;AstrBotDevs-AstrBot-fd05b0b/astrbot/core/provider/sources/gemini_embedding_source.py;;;;;;;;;
12/23/2025 09:59:18;567-labs/instructor;567-labs-instructor-130c034/examples/tenacity-benchmarks/run.py;"125; 144";"125; 144";"42; 125; 144; 247";"125; 144";"125; 144";;;;
12/21/2025 11:47:50;567-labs/instructor;567-labs-instructor-130c034/examples/gpt-engineer/refactor.py;66;;8;66;;;;;
12/21/2025 14:52:25;567-labs/instructor;567-labs-instructor-130c034/tests/test_json_extraction.py;;;;;;;;;
